,club_name,season,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_contract_valid_until,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
0,1. FC Köln,2017-2018,76.81,79.25,10568750.0,35000.0,25.56,183.31,79.19,2020.31,1.62,72.33,59.67,65.67,68.87,58.93,72.2,60.73,55.2,66.93,72.27,58.47,66.8,60.93,51.53,63.13,72.07,72.0,72.67,68.33,75.13,66.93,71.07,70.67,73.6,72.33,58.67,70.4,58.93,60.47,65.4,59.6,69.2,55.07,60.6,56.93,83,81,83,82,86,48.0
1,1. FC Köln,2019-2020,76.06,78.19,8737500.0,26000.0,26.62,182.0,76.25,2022.19,1.56,72.0,66.13,67.87,72.87,56.0,69.87,65.47,64.73,63.47,72.47,61.0,72.13,62.67,57.27,65.47,74.2,72.0,72.13,72.67,73.6,71.6,71.73,72.53,74.53,68.2,65.47,68.13,52.87,66.2,67.53,65.33,71.33,58.07,55.47,49.73,82,80,79,78,84,48.0
2,1. FC Köln,2020-2021,73.62,79.0,6600000.0,19937.5,24.44,184.12,77.62,2022.81,1.25,72.47,57.67,64.07,71.73,59.6,69.6,62.0,56.0,63.87,70.6,51.0,71.6,54.8,49.0,62.2,72.8,73.07,72.2,70.67,70.73,67.87,65.4,66.93,74.0,68.4,54.93,67.93,53.93,60.6,62.13,54.73,67.4,61.4,60.67,56.33,78,78,60,73,79,48.0
3,1. FC Köln,2021-2022,73.38,77.44,5218750.0,19625.0,25.19,183.94,76.81,2023.06,1.38,67.53,58.87,65.13,71.07,58.73,69.53,61.07,58.13,63.67,71.73,51.67,70.13,58.0,50.93,64.27,73.0,69.87,65.73,71.6,71.0,67.93,64.87,69.73,75.4,67.53,56.67,66.93,55.27,59.67,63.07,56.87,68.2,59.27,59.27,55.73,77,77,60,70,78,47.0
4,1. FC Nürnberg,2018-2019,70.81,75.0,2871875.0,13062.5,25.0,183.88,80.25,2020.31,1.12,67.73,53.93,60.53,65.27,57.47,70.6,56.8,49.47,63.87,67.27,48.07,63.53,52.13,43.4,57.8,67.6,66.53,68.73,64.67,67.33,64.8,64.47,69.2,69.4,72.8,55.6,66.73,55.53,54.87,61.07,48.53,64.8,55.73,58.73,55.27,74,68,66,74,77,45.0
5,1. FC Union Berlin,2019-2020,72.44,74.44,3550000.0,26062.5,27.62,186.81,82.25,2020.75,1.25,64.2,60.73,59.4,63.67,53.73,73.73,57.47,58.33,67.13,65.4,54.8,61.67,52.4,46.87,56.67,66.27,62.33,65.67,62.53,70.53,61.27,70.73,68.0,72.4,76.4,58.67,69.4,53.27,62.87,58.0,55.47,67.4,50.53,53.87,50.0,76,73,75,74,78,28.0
6,1. FC Union Berlin,2020-2021,71.44,75.62,4131250.0,19250.0,25.56,186.25,81.0,2022.06,1.12,65.67,59.6,61.8,64.6,54.8,71.33,60.47,59.13,64.73,67.33,51.73,63.0,57.93,43.6,62.13,65.93,66.27,65.0,65.33,69.53,64.47,66.53,66.0,72.73,73.13,56.4,66.07,51.27,60.13,59.07,54.8,66.07,53.73,55.87,51.0,71,63,58,61,68,26.0
7,1. FC Union Berlin,2021-2022,73.56,75.88,5187500.0,22437.5,26.69,185.19,79.69,2024.06,1.31,67.53,56.07,63.0,64.73,61.4,72.73,56.47,52.87,66.4,69.73,49.2,61.8,55.47,48.6,64.93,67.53,66.53,68.47,64.73,71.13,62.93,65.93,70.27,70.87,74.8,56.07,70.07,59.8,54.93,61.87,51.93,67.47,60.8,62.2,57.87,76,70,67,72,77,47.0
8,1. FSV Mainz 05,2017-2018,75.88,78.94,8343750.0,26250.0,25.75,181.62,77.5,2019.62,1.31,75.0,60.93,68.6,72.47,58.0,69.13,68.67,55.53,63.73,72.87,55.67,71.93,63.2,56.07,68.47,73.13,74.13,75.73,73.4,73.6,70.8,70.33,69.6,75.33,67.13,64.33,66.13,59.0,64.33,65.07,60.07,71.4,55.53,58.67,54.73,78,77,70,80,80,41.0
9,1. FSV Mainz 05,2018-2019,74.88,78.06,6825000.0,21875.0,25.62,183.5,78.94,2020.31,1.25,71.07,58.2,65.2,70.8,57.33,71.13,61.73,53.8,66.6,70.47,51.2,70.67,61.47,55.73,65.47,72.2,70.87,71.33,68.6,72.4,65.67,68.33,68.93,72.13,72.07,57.8,68.0,57.8,62.6,62.87,60.27,68.8,54.6,57.67,53.27,78,77,70,81,79,37.0
10,1. FSV Mainz 05,2019-2020,75.06,79.0,8000000.0,22687.5,24.69,184.56,79.12,2021.81,1.06,73.73,59.2,66.53,71.53,60.33,71.67,64.73,55.6,63.53,71.93,55.13,72.13,59.33,51.73,67.47,72.07,72.53,74.8,70.4,72.73,64.4,67.73,67.07,74.13,72.67,59.33,66.07,61.07,62.6,63.6,58.13,69.6,58.13,61.93,56.87,75,72,71,73,79,43.0
11,1. FSV Mainz 05,2020-2021,74.0,77.62,6212500.0,20750.0,25.06,183.69,79.56,2022.19,1.0,74.73,57.53,65.53,71.27,61.27,71.4,65.4,54.53,62.27,71.2,52.33,71.4,58.2,49.27,64.93,71.73,74.67,74.8,71.2,72.67,68.27,65.2,69.87,74.93,71.6,56.53,67.0,62.2,62.27,61.6,55.93,69.13,61.67,60.4,60.27,74,72,64,74,79,65.0
12,1. FSV Mainz 05,2021-2022,73.25,76.62,4887500.0,17687.5,25.0,184.06,79.38,2023.31,1.5,70.0,54.33,64.33,68.93,62.93,71.27,60.0,50.73,63.4,70.8,49.73,68.67,54.53,45.8,66.13,69.4,69.87,69.8,70.0,71.33,65.53,63.87,69.67,76.93,70.07,54.2,67.0,63.73,59.53,62.4,48.27,67.73,62.07,63.13,61.33,74,70,64,72,79,65.0
13,AC Florenz,2017-2018,77.38,81.88,11343750.0,55000.0,24.56,182.75,76.31,2019.94,1.69,70.6,62.0,65.07,71.07,58.0,71.53,59.6,58.13,65.6,71.67,56.0,69.93,60.4,51.8,65.8,74.13,69.87,71.0,68.27,74.0,63.93,71.0,69.27,74.4,72.07,63.07,66.93,57.4,64.8,62.87,58.0,72.07,55.2,59.0,56.07,80,76,68,77,81,43.0
14,AC Florenz,2018-2019,76.0,80.75,9550000.0,42500.0,24.19,182.88,76.88,2021.0,1.5,70.6,58.47,65.4,71.27,62.13,71.2,63.13,54.0,64.07,71.87,55.2,70.4,62.87,52.73,65.6,73.53,71.8,69.53,69.27,72.47,68.47,67.53,71.33,71.73,70.87,60.13,70.93,58.67,60.93,59.33,58.33,71.8,64.53,62.67,59.2,78,77,71,76,79,46.0
15,AC Florenz,2019-2020,75.81,80.12,9093750.0,40062.5,24.94,184.25,77.69,2021.75,1.5,67.2,59.33,66.4,70.8,66.93,73.0,62.2,54.13,65.27,73.47,54.93,69.73,61.6,49.0,68.0,73.8,68.2,66.27,67.4,73.53,67.6,69.13,70.8,71.93,73.47,63.2,74.0,64.67,60.67,61.87,54.27,72.8,70.07,66.93,63.93,71,69,70,72,76,44.0
16,AC Florenz,2020-2021,76.19,79.5,10793750.0,44937.5,26.19,182.56,75.62,2022.19,1.69,69.33,64.87,70.0,75.0,60.4,68.2,67.6,61.2,64.67,76.13,59.0,75.07,65.73,52.8,68.4,77.67,70.6,68.33,69.53,74.73,70.4,73.87,69.0,69.07,67.33,66.8,69.13,58.33,66.53,67.67,59.53,75.07,62.67,59.53,56.47,76,72,70,74,78,44.0
17,AC Florenz,2021-2022,76.81,79.75,12981250.0,50312.5,26.25,182.44,74.44,2023.19,1.81,73.13,65.93,71.0,75.8,62.4,69.87,70.2,62.47,67.53,76.07,60.53,75.33,66.53,54.87,69.13,78.47,72.33,73.8,73.47,73.67,72.33,73.13,69.8,73.8,67.93,68.2,69.93,61.0,67.6,69.8,61.87,74.93,62.27,62.13,59.8,79,73,70,77,80,44.0
18,AC Mailand,2017-2018,80.0,84.62,19218750.0,91250.0,24.56,183.69,76.5,2019.88,2.56,72.0,63.0,69.6,73.33,62.47,72.53,64.2,57.4,68.93,75.8,60.67,72.13,65.33,57.4,70.73,76.6,70.67,73.07,71.0,78.6,65.47,72.8,69.27,77.53,71.0,65.73,71.2,66.13,63.33,66.8,64.4,75.6,57.4,63.67,61.4,88,78,72,78,88,50.0
19,AC Mailand,2018-2019,80.69,85.56,21812500.0,85937.5,24.31,182.56,75.94,2021.06,2.44,74.07,62.2,70.47,76.6,64.4,71.2,67.07,56.8,64.67,76.6,60.4,76.6,65.47,58.4,70.0,77.8,73.6,74.47,73.87,77.8,72.0,72.53,69.53,76.53,69.87,64.93,68.07,63.27,63.87,67.2,60.53,76.33,67.47,63.13,59.73,88,78,72,78,88,50.0
20,AC Mailand,2019-2020,79.94,84.81,19812500.0,41625.0,24.0,182.56,75.56,2022.0,2.12,74.33,64.6,69.13,76.2,61.33,70.07,66.67,61.07,64.07,74.93,61.53,76.27,66.8,57.33,68.07,77.47,74.6,74.13,74.33,77.6,70.67,72.87,70.4,75.8,68.27,65.2,67.33,61.4,66.93,66.07,63.07,76.27,62.33,60.87,56.13,90,80,74,80,90,50.0
21,AC Mailand,2020-2021,78.81,82.38,22812500.0,37687.5,25.38,183.38,76.88,2022.25,2.06,73.6,64.4,71.4,75.33,65.87,71.47,68.33,60.0,65.27,77.07,59.47,74.8,67.8,61.6,71.07,77.6,73.4,73.8,73.07,76.07,68.47,75.0,67.87,74.47,68.87,65.87,75.07,65.2,64.33,67.67,60.6,76.2,65.27,68.2,62.47,89,81,76,83,89,50.0
22,AC Mailand,2021-2022,80.56,83.75,28718750.0,46687.5,25.75,183.38,78.06,2023.62,2.19,76.87,64.33,71.27,76.2,64.33,73.4,66.87,60.47,66.8,78.0,58.27,75.2,65.0,58.4,71.2,78.93,76.53,77.2,74.8,78.0,70.47,74.0,71.73,74.53,72.4,66.07,74.67,63.73,62.6,68.67,59.2,76.8,64.33,65.27,59.67,83,81,85,84,86,50.0
23,AFC Bournemouth,2017-2018,75.38,78.56,7262500.0,57500.0,26.75,179.81,74.69,2020.25,1.19,74.27,61.93,66.47,71.93,54.67,69.93,62.73,59.93,58.2,72.73,53.2,70.93,59.87,58.8,63.07,73.13,75.0,73.73,72.53,71.07,72.67,68.07,67.07,74.4,69.47,62.33,65.73,56.6,64.47,65.67,58.87,72.0,52.27,55.87,51.4,81,81,73,79,82,55.0
24,AFC Bournemouth,2018-2019,76.44,78.5,8531250.0,53750.0,26.75,179.81,74.0,2020.81,1.19,72.67,63.8,68.6,73.4,58.4,67.73,65.4,60.6,60.4,73.6,55.27,72.6,63.4,60.27,65.0,74.8,73.67,71.93,71.53,72.93,74.13,71.2,67.13,72.47,65.8,65.93,66.67,60.67,66.4,68.73,59.87,71.6,55.53,60.0,55.73,80,80,72,77,79,55.0
25,AFC Bournemouth,2019-2020,76.94,80.44,11281250.0,56937.5,25.56,181.56,75.0,2021.69,1.12,73.53,66.0,70.8,74.0,58.93,68.87,68.33,63.6,61.2,74.93,58.0,73.6,69.13,62.73,68.13,75.73,73.2,73.6,72.4,74.27,73.33,72.47,66.73,74.27,67.13,68.27,66.13,58.8,66.6,70.33,60.07,73.2,57.0,60.8,56.4,76,74,72,74,75,48.0
26,AS Monaco,2017-2018,80.25,84.69,20250000.0,40625.0,24.75,181.69,72.19,2020.75,2.31,73.4,64.4,70.13,75.2,60.4,72.2,67.2,60.6,66.93,76.47,56.53,74.8,67.8,58.2,68.93,77.47,73.87,73.0,73.4,75.13,70.2,72.87,73.2,75.93,72.53,66.07,66.87,61.13,66.27,66.8,62.13,77.47,56.33,61.73,58.47,84,79,79,85,87,53.0
27,AS Monaco,2018-2019,78.19,82.62,13687500.0,58750.0,24.81,181.62,73.38,2021.25,1.75,72.33,60.67,67.93,73.73,63.73,70.47,64.33,57.33,64.27,75.2,54.67,73.4,64.67,52.93,67.47,75.33,72.4,72.27,71.93,75.2,69.67,69.6,69.93,74.4,69.33,61.53,67.93,64.4,64.47,63.73,54.2,74.4,62.67,65.13,61.47,82,80,79,82,84,53.0
28,AS Monaco,2019-2020,78.75,82.19,14781250.0,40875.0,25.94,179.5,73.62,2022.25,2.06,75.0,65.6,69.73,76.87,53.67,65.4,66.33,64.27,64.07,75.4,63.93,76.8,67.93,58.67,66.2,77.73,74.8,75.13,75.87,74.87,74.07,71.47,71.47,70.33,63.73,63.53,61.6,51.33,67.6,68.8,60.13,77.07,52.53,54.67,49.13,82,78,78,81,83,42.0
29,AS Monaco,2020-2021,77.25,80.19,15493750.0,45750.0,25.5,180.88,74.56,2023.31,1.62,74.87,63.13,69.13,74.6,58.53,70.27,66.33,60.47,63.07,75.13,58.73,74.8,65.8,53.6,66.73,75.6,75.07,74.73,72.8,74.47,69.67,72.07,70.07,73.93,69.47,62.47,68.0,58.6,66.8,67.4,56.07,73.73,55.53,61.07,55.87,80,78,77,80,81,42.0
30,AS Monaco,2021-2022,78.06,82.0,19531250.0,46750.0,24.25,181.31,74.44,2024.25,1.75,73.53,62.6,69.6,74.2,62.0,72.53,63.73,59.8,63.73,75.47,56.4,73.93,65.0,54.13,69.33,75.4,73.27,73.73,71.73,77.53,70.4,72.2,73.73,80.4,69.47,61.47,69.6,63.33,67.8,70.0,54.67,75.87,61.2,62.67,57.73,75,65,71,76,85,48.0
31,AS Rom,2017-2018,80.62,83.0,19468750.0,74375.0,26.19,183.88,77.75,2020.44,2.5,74.87,65.33,69.4,74.67,61.87,73.13,66.13,61.33,70.13,75.53,63.4,73.47,63.87,54.53,69.4,78.8,75.27,74.33,70.8,78.13,67.27,74.67,66.13,78.67,71.6,64.87,71.4,64.4,68.07,67.13,62.2,77.67,57.8,62.2,59.27,75,76,70,78,86,39.0
32,AS Rom,2018-2019,80.69,83.88,18687500.0,70000.0,26.88,185.0,76.0,2021.38,2.44,70.33,65.13,70.47,75.07,61.6,70.27,65.33,62.8,68.6,76.73,60.8,74.27,66.53,54.93,70.27,79.67,70.6,70.07,68.53,77.8,62.8,72.67,63.73,73.67,70.67,64.47,65.8,60.2,67.2,69.47,59.53,78.33,65.53,58.53,53.4,82,80,64,78,82,43.0
33,AS Rom,2019-2020,78.75,83.31,14250000.0,43562.5,25.69,183.19,74.38,2022.12,1.88,71.93,70.8,72.13,77.2,58.53,67.07,70.8,68.07,67.2,75.8,66.27,77.47,69.53,62.53,68.4,79.8,72.93,71.07,72.07,75.4,67.73,76.2,62.33,71.8,65.8,72.8,65.4,57.13,73.53,72.93,66.73,76.0,62.6,54.93,50.67,82,83,79,82,84,49.0
34,AS Rom,2020-2021,78.06,81.69,16343750.0,18687.5,26.5,182.88,74.56,2022.88,1.94,69.4,66.6,71.27,75.6,62.13,67.2,68.27,63.6,65.67,76.2,62.93,75.2,65.8,55.6,68.8,79.33,70.07,69.13,69.93,75.27,68.67,73.73,64.8,70.67,65.0,67.47,68.73,62.47,67.73,72.87,63.93,75.07,64.33,59.87,57.07,82,83,79,82,84,49.0
35,AS Rom,2021-2022,79.06,82.69,21875000.0,56000.0,26.19,185.31,77.06,2023.81,2.12,73.67,65.53,69.8,74.53,65.73,75.27,64.73,63.73,68.6,77.67,62.13,72.73,63.6,56.0,66.0,79.2,73.07,74.47,69.87,77.6,68.87,70.8,71.6,79.67,75.4,64.53,70.2,65.0,68.93,69.53,62.2,74.53,67.13,64.73,62.0,82,80,77,80,83,55.0
36,AS Saint-Étienne,2017-2018,75.31,78.81,8143750.0,32812.5,25.19,182.62,79.44,2019.81,1.56,72.13,61.33,67.73,70.6,62.6,71.47,65.67,56.67,66.27,72.53,54.87,70.07,63.07,57.73,66.93,72.2,73.2,71.2,70.8,69.73,69.13,70.27,67.4,75.27,70.47,65.47,69.93,62.27,59.2,65.53,59.33,70.53,62.0,62.33,60.27,82,84,77,85,87,48.0
37,AS Saint-Étienne,2018-2019,76.0,77.38,7537500.0,29375.0,27.75,181.75,78.94,2020.56,1.81,71.53,60.73,68.4,69.93,59.87,70.93,65.67,57.07,66.0,73.13,54.27,68.13,64.93,57.47,68.53,71.87,72.2,71.13,71.93,70.93,67.73,69.47,66.67,74.4,70.0,61.47,70.2,62.53,61.93,66.0,60.2,69.8,56.6,60.0,57.4,82,84,77,85,82,48.0
38,AS Saint-Étienne,2019-2020,76.0,78.75,7768750.0,29312.5,27.31,180.62,77.44,2021.5,1.69,69.4,63.4,69.4,72.13,57.13,70.47,66.13,60.13,62.13,74.8,55.53,71.87,65.93,58.2,67.6,73.53,70.33,68.6,70.33,71.87,68.07,70.73,65.8,72.33,70.07,64.8,70.27,58.07,66.4,68.0,62.27,72.47,56.4,56.93,53.2,82,84,75,85,82,48.0
39,AS Saint-Étienne,2020-2021,73.38,78.0,5231250.0,21937.5,26.12,180.38,73.94,2022.38,1.44,71.33,57.4,66.33,69.67,56.87,67.73,66.73,53.53,61.4,71.6,51.6,69.13,62.67,53.4,64.6,71.67,71.27,71.47,69.0,68.6,65.6,65.07,63.8,69.53,68.33,57.27,65.07,56.33,64.13,61.33,58.2,66.27,56.87,56.53,53.47,80,81,74,82,81,48.0
40,AS Saint-Étienne,2021-2022,73.12,78.31,5331250.0,18981.25,23.56,180.62,73.44,2023.44,1.25,68.53,58.13,66.07,69.73,57.87,67.8,60.2,54.87,62.27,72.47,49.4,69.13,60.8,50.2,65.87,72.4,68.2,68.93,67.67,70.53,65.53,66.6,64.4,67.93,69.53,57.0,63.8,57.67,65.2,66.13,58.2,69.8,58.27,57.53,53.33,73,70,68,72,74,26.0
41,Arminia Bielefeld,2020-2021,71.25,75.0,3356250.0,14875.0,25.38,183.44,79.25,2021.62,1.0,67.6,55.4,61.4,66.33,54.33,70.07,54.33,53.47,63.6,69.33,48.47,64.47,50.33,44.93,61.4,68.4,67.6,67.47,65.6,69.27,67.2,63.8,66.53,73.07,71.8,53.67,63.13,51.2,55.2,61.07,50.53,67.0,55.0,54.4,49.6,72,70,80,75,78,52.0
42,Arminia Bielefeld,2021-2022,71.62,76.94,4037500.0,14625.0,24.0,184.44,77.44,2023.31,1.0,71.33,53.13,58.73,65.13,58.27,69.27,52.93,51.73,60.13,67.13,44.07,62.67,46.8,41.93,58.53,67.87,70.8,71.8,66.8,68.13,63.13,61.67,62.8,75.07,69.27,50.87,63.6,57.13,55.67,57.33,46.87,66.6,59.4,58.0,55.53,73,72,86,74,85,52.0
43,Aston Villa,2019-2020,75.25,79.31,8243750.0,44062.5,25.5,183.38,77.0,2022.5,1.25,71.8,59.4,67.33,71.2,56.73,72.2,64.93,56.93,62.0,72.13,51.47,71.13,60.8,55.67,66.27,72.73,69.8,73.33,69.93,70.67,64.73,67.13,66.4,74.8,73.67,59.33,67.07,55.67,62.73,66.2,54.6,70.53,55.87,58.0,52.0,79,78,74,81,82,55.0
44,Aston Villa,2020-2021,75.94,79.81,10812500.0,47500.0,24.94,182.88,75.0,2023.75,1.19,74.0,65.13,69.6,73.47,56.6,71.73,69.2,63.07,62.67,73.47,57.87,73.33,65.4,58.2,66.47,74.67,72.87,74.87,73.6,73.4,67.0,73.13,70.6,78.07,71.33,65.2,65.47,55.6,67.47,68.67,56.53,71.07,55.53,57.8,51.4,78,80,78,77,77,58.0
45,Aston Villa,2021-2022,78.0,81.19,18343750.0,60875.0,25.12,181.94,74.19,2024.31,2.0,76.73,65.0,70.87,75.8,59.6,70.8,69.6,63.4,64.93,74.93,58.87,76.0,66.2,60.53,69.13,76.67,75.33,77.8,75.4,76.53,70.0,72.6,70.93,76.47,70.07,63.73,65.87,58.33,67.67,70.2,58.6,73.8,60.27,59.93,54.33,85,83,82,83,85,58.0
46,Atalanta Bergamo,2017-2018,75.69,79.38,8918750.0,26250.0,26.19,185.19,79.81,2019.5,1.81,66.73,59.27,64.6,69.33,59.73,72.33,61.6,53.4,65.27,71.93,57.07,68.2,56.67,54.67,64.8,73.0,67.87,65.8,64.53,73.2,63.47,70.33,66.47,73.33,74.4,61.67,67.93,62.0,60.33,59.0,58.8,72.87,55.33,60.87,58.13,79,76,67,78,81,28.0
47,Atalanta Bergamo,2018-2019,76.5,79.62,9968750.0,26250.0,26.19,185.25,79.88,2020.44,1.69,70.8,61.13,65.47,70.67,62.4,71.73,63.67,56.4,65.13,71.4,57.47,70.47,56.8,55.93,65.13,73.6,70.33,71.2,65.67,74.07,62.13,71.67,65.87,73.87,73.07,62.4,67.53,60.07,62.07,60.8,57.07,72.2,65.53,60.67,58.67,79,76,67,78,81,28.0
48,Atalanta Bergamo,2019-2020,78.81,81.0,13818750.0,56437.5,27.69,184.69,79.94,2021.06,1.75,69.6,62.73,68.13,72.53,64.13,73.07,65.87,58.47,68.0,74.8,59.33,72.27,61.2,55.93,68.6,75.47,69.47,69.87,66.6,77.33,64.8,72.33,67.53,75.07,73.33,63.47,71.33,63.53,65.33,62.73,58.67,74.53,66.0,63.07,59.8,77,72,67,76,78,47.0
49,Atalanta Bergamo,2020-2021,79.25,81.38,22062500.0,58312.5,27.0,184.44,78.38,2022.69,1.62,72.73,69.47,70.8,76.4,58.53,71.0,65.93,68.13,66.73,76.93,64.47,77.27,62.6,60.07,68.73,78.2,72.67,72.93,70.6,78.53,68.2,73.87,68.2,75.2,70.6,69.2,67.27,57.93,72.4,70.87,64.93,76.27,59.93,56.47,53.07,81,75,69,79,81,47.0
50,Atalanta Bergamo,2021-2022,80.5,81.81,24250000.0,56875.0,27.81,184.75,78.5,2023.81,2.12,73.53,69.8,72.67,75.53,63.8,75.33,69.6,67.47,69.73,78.07,64.4,74.67,64.33,62.0,71.73,78.73,72.47,74.2,69.73,79.93,68.0,75.4,65.87,80.33,75.0,70.4,71.53,63.6,74.47,71.87,65.87,78.4,63.0,63.87,60.07,82,78,73,82,86,44.0
51,Athletic Bilbao,2017-2018,79.69,82.06,15062500.0,28750.0,26.88,182.56,76.75,2019.19,1.75,69.07,64.47,70.73,72.33,62.93,73.0,67.33,62.33,70.47,76.6,57.2,70.87,64.53,59.6,71.6,77.47,67.47,70.27,64.6,79.67,63.6,71.07,72.33,71.4,73.87,65.6,72.8,63.33,68.73,67.47,57.2,74.13,56.4,66.8,62.87,78,81,75,76,83,33.0
52,Athletic Bilbao,2018-2019,78.38,81.38,12656250.0,25625.0,26.19,181.12,76.44,2021.0,1.69,67.67,63.4,70.33,72.2,66.13,73.53,65.53,60.0,63.53,76.93,53.67,70.0,63.2,58.27,70.53,77.27,68.47,66.87,68.07,75.6,70.2,72.2,71.47,75.27,71.87,65.27,75.8,65.6,66.53,68.07,56.8,71.8,65.87,67.93,64.67,82,72,78,74,77,43.0
53,Athletic Bilbao,2019-2020,79.06,80.94,13718750.0,26937.5,27.44,180.38,77.38,2022.25,1.62,68.53,65.33,70.67,72.8,68.87,74.53,66.8,62.07,63.2,77.8,57.07,70.67,66.33,57.53,69.8,77.27,69.47,67.8,68.2,76.07,72.13,74.2,74.4,77.07,72.13,67.07,76.8,66.93,66.87,67.67,57.53,74.47,70.4,71.4,67.2,81,78,84,78,75,43.0
54,Athletic Bilbao,2020-2021,78.94,81.5,19968750.0,26875.0,26.81,181.56,77.5,2023.0,1.5,71.67,65.13,71.13,73.33,68.47,74.47,67.4,62.27,62.13,77.73,54.73,70.93,69.73,53.53,71.27,77.93,70.93,72.0,69.87,77.47,72.47,73.4,75.93,77.2,73.07,67.2,73.4,67.47,65.93,67.87,57.87,74.87,69.67,70.87,66.0,81,77,68,83,80,47.0
55,Athletic Bilbao,2021-2022,78.81,81.12,18937500.0,29250.0,27.06,182.0,78.5,2023.69,1.62,70.33,65.33,69.93,72.67,66.67,75.87,63.73,62.67,66.27,77.73,56.87,69.8,68.2,53.73,69.53,77.67,69.87,70.2,69.07,77.07,70.13,74.67,76.8,77.4,75.6,65.93,73.67,67.07,66.93,67.47,58.27,74.4,65.53,68.67,64.33,82,77,76,85,84,47.0
56,Atletico Madrid,2017-2018,83.0,86.94,31343750.0,73125.0,25.75,180.0,73.06,2020.38,2.5,76.47,64.53,70.6,75.07,62.07,70.6,69.33,62.53,70.4,76.2,56.2,72.87,68.2,60.53,69.8,78.27,75.87,76.93,75.53,81.2,69.53,72.33,75.8,73.87,68.73,63.73,70.73,61.67,66.07,65.4,58.67,76.53,58.13,63.6,60.4,84,90,77,87,84,52.0
57,Atletico Madrid,2018-2019,84.25,87.56,36937500.0,77500.0,25.56,181.94,76.5,2021.81,2.44,75.33,66.33,72.27,76.13,68.2,75.2,69.07,64.93,73.4,78.73,60.67,74.33,66.13,58.47,71.33,80.4,75.6,75.47,73.4,82.07,66.87,73.13,75.13,77.8,74.8,66.47,72.6,65.47,68.13,69.27,56.13,78.47,71.6,66.4,63.67,86,92,78,88,89,52.0
58,Atletico Madrid,2019-2020,82.94,86.12,31687500.0,73375.0,25.69,183.06,77.0,2022.94,2.31,72.47,64.8,71.0,74.0,68.73,76.6,66.0,61.8,72.6,77.93,58.53,72.93,64.87,55.27,70.87,78.07,71.2,73.53,69.0,81.0,64.53,73.27,76.27,77.87,76.2,65.8,76.2,68.53,67.6,69.4,55.87,77.27,69.47,68.2,63.93,87,92,78,90,89,52.0
59,Atletico Madrid,2020-2021,82.94,85.56,45500000.0,70687.5,26.0,181.31,75.38,2023.62,2.19,75.87,69.13,74.33,77.53,67.87,76.47,71.67,66.47,69.87,79.2,61.6,76.93,71.67,61.87,73.53,79.73,74.53,76.93,76.13,81.87,69.33,76.47,75.87,81.47,73.67,71.07,77.27,67.27,72.0,72.6,60.27,79.0,68.0,68.47,64.33,87,92,78,90,90,52.0
60,Atletico Madrid,2021-2022,84.0,86.44,52406250.0,88250.0,26.88,180.0,74.56,2024.25,2.56,78.33,70.73,76.27,79.33,64.27,74.67,73.2,69.0,69.93,80.2,64.2,77.93,75.07,66.2,75.13,81.73,78.73,78.33,78.6,83.07,73.07,76.87,73.53,78.8,72.27,71.67,76.07,63.67,73.6,76.13,62.93,81.13,61.93,65.6,61.2,87,92,78,90,90,50.0
61,Bayer 04 Leverkusen,2017-2018,78.56,83.25,15250000.0,48750.0,23.81,182.88,79.19,2020.31,2.06,76.6,60.53,69.67,73.73,58.53,72.33,65.8,56.4,63.07,76.07,56.27,73.13,59.53,53.0,67.73,75.07,76.07,77.0,72.73,76.0,70.73,70.53,72.67,76.4,71.33,60.87,69.47,60.6,63.53,69.8,55.33,72.53,53.53,61.07,57.53,85,84,74,85,83,49.0
62,Bayer 04 Leverkusen,2018-2019,79.94,83.69,17812500.0,60000.0,24.44,183.0,78.94,2021.56,2.0,76.93,62.4,70.2,75.47,59.53,72.6,66.27,60.0,64.53,76.93,57.6,75.2,60.2,52.93,66.87,76.87,76.27,77.4,73.73,77.8,72.13,69.47,73.87,76.4,71.47,62.2,70.4,59.47,66.4,71.4,56.67,75.0,58.0,60.2,57.47,85,79,68,82,88,41.0
63,Bayer 04 Leverkusen,2019-2020,80.06,83.94,19968750.0,62750.0,25.0,182.19,78.25,2022.19,1.81,75.67,63.67,71.6,76.0,58.8,70.8,66.8,60.67,62.07,78.2,59.2,75.47,62.2,56.13,69.0,77.47,76.0,75.33,74.87,78.13,72.73,71.07,72.0,75.47,69.33,64.2,68.6,59.67,68.2,72.33,58.6,77.47,58.2,59.33,54.93,85,79,69,82,86,41.0
